"","candidate","district","borough","votes","party","ssd.win"
"6.DANIEL GOLLIHER","DANIEL GOLLIHER","6","New York County",1,"Write-In4841",0
"6.DANIEL GORDONICK","DANIEL GORDONICK","6","New York County",1,"Write-In4842",0
"6.DANIEL I. TYLER","DANIEL I. TYLER","6","New York County",1,"Write-In4843",0
"6.DANIEL MCCARRON","DANIEL MCCARRON","6","New York County",1,"Write-In4844",0
"6.DANIEL PRENSKY","DANIEL PRENSKY","6","New York County",1,"Write-In4845",0
"6.DANIEL SHUCHMAN","DANIEL SHUCHMAN","6","New York County",1,"Write-In4846",0
"6.DANIEL T. MALLET JR","DANIEL T. MALLET JR","6","New York County",1,"Write-In4847",0
"6.DANIEL WEINER","DANIEL WEINER","6","New York County",1,"Write-In4848",0
"6.DANNY DEVITO","DANNY DEVITO","6","New York County",1,"Write-In4849",0
"6.DARROW WOOLLEY","DARROW WOOLLEY","6","New York County",1,"Write-In4850",0
"6.DAVE GEORGE","DAVE GEORGE","6","New York County",1,"Write-In4851",0
"6.DAVE MCCORMACK","DAVE MCCORMACK","6","New York County",1,"Write-In4852",0
"6.DAVE SMITH","DAVE SMITH","6","New York County",1,"Write-In4853",0
"6.DAVID ASMAN","DAVID ASMAN","6","New York County",1,"Write-In4854",0
"6.DAVID BRENNER","DAVID BRENNER","6","New York County",1,"Write-In4855",0
"6.DAVID DANGER WELLS","DAVID DANGER WELLS","6","New York County",1,"Write-In4856",0
"6.DAVID GREENBERGER","DAVID GREENBERGER","6","New York County",1,"Write-In4857",0
"6.DAVID KLEIN","DAVID KLEIN","6","New York County",1,"Write-In4858",0
"6.DAVID SACK","DAVID SACK","6","New York County",2,"Write-In4859",0
"6.DAVID SHANFIELD","DAVID SHANFIELD","6","New York County",1,"Write-In4860",0
"6.DAVID WASSNER","DAVID WASSNER","6","New York County",1,"Write-In4861",0
"6.DAVID ZELMAN","DAVID ZELMAN","6","New York County",1,"Write-In4862",0
"6.DEBORAH STEIN","DEBORAH STEIN","6","New York County",1,"Write-In4863",0
"6.DEBRA HANNAH","DEBRA HANNAH","6","New York County",1,"Write-In4864",0
"6.DENNIS RYAN HULL","DENNIS RYAN HULL","6","New York County",1,"Write-In4865",0
"6.DENNIS SHAYA","DENNIS SHAYA","6","New York County",1,"Write-In4866",0
"6.DEREK JETER","DEREK JETER","6","New York County",2,"Write-In4867",0
"6.DEREK LANTNER","DEREK LANTNER","6","New York County",1,"Write-In4868",0
